Filename,Filesize,Date modified,Errors,Checksum,Namespace,ID,Format,Format version,MIME type,Basis for ID,Warning
/home/bcadmin/brunnhilde-reports/carved_files/.fseventsd/636573a9bdc4f9e3,179,2019-02-08T11:41:48-05:00,,69fbec1131c3e1d7335c58dab289054a,pronom,x-fmt/266,GZIP Format,,application/gzip,"byte match at 0, 3",extension mismatch
/home/bcadmin/brunnhilde-reports/carved_files/.fseventsd/636573a9bdc4f9e3#636573a9bdc4f9e3,65536,0001-01-01T00:00:00Z,,a2846b5a7d796f4c3b21190bc9832567,pronom,UNKNOWN,,,,,no match
/home/bcadmin/brunnhilde-reports/carved_files/.fseventsd/fseventsd-uuid,36,2019-02-08T11:41:48-05:00,,78bdfe6028c44505dbee9a250b5dc782,pronom,x-fmt/111,Plain Text File,,text/plain,text match ASCII,match on text only; extension mismatch
/home/bcadmin/brunnhilde-reports/carved_files/Makefile,509,2019-02-08T11:41:48-05:00,,072f92d5944faabc0f63bc8a19f42608,pronom,x-fmt/111,Plain Text File,,text/plain,text match ASCII,match on text only; extension mismatch
/home/bcadmin/brunnhilde-reports/carved_files/iwork_09.pages,39367,2019-02-08T11:41:48-05:00,,00360eca090db4376846ba682c3cf9fa,pronom,x-fmt/263,ZIP Format,,application/zip,byte match at [[[0 4]] [[39290 3]] [[39345 4]]],extension mismatch
/home/bcadmin/brunnhilde-reports/carved_files/myfilegzip2.txt.gz.0.gz#myfilegzip2.txt.gz.0,62,2010-11-10T21:55:01-05:00,,96cc15f023fecfad48d06d2c7d5e227c,pronom,x-fmt/266,GZIP Format,,application/gzip,"byte match at 0, 3",extension mismatch
/home/bcadmin/brunnhilde-reports/carved_files/numbers_09.numbers,85880,2019-02-08T11:41:48-05:00,,5fdede367a4a37fec09c015725a611f4,pronom,x-fmt/263,ZIP Format,,application/zip,byte match at [[[0 4]] [[85803 3]] [[85858 4]]],extension mismatch
